Orgs,Months,Region,Years,Cost
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Sony Pictures ,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Sony Pictures ,Adventure,North  ,2017,1
Paramount Pictures ,Adventure,South  ,2017,1
Other,Drama  ,North  ,2017,1
Universal Pictures ,Adventure,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Romance,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Sony Pictures ,Thriller,South  ,2017,1
Other,Adventure,North  ,2017,1
Warner Bros. Pictures ,Comedy  ,South  ,2017,1
Universal Pictures ,Comedy  ,South  ,2017,1
Other,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Family,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Sony Pictures ,Adventure,South  ,2017,1
Other,Thriller,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Animation  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
20th Fox,Adventure,South  ,2017,1
Other,Drama  ,West,2017,1
Other,Drama  ,East  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Horror,North  ,2017,1
Universal Pictures ,Comedy  ,South  ,2017,1
Warner Bros. Pictures ,Adventure,South  ,2017,1
Other,Animation  ,East  ,2017,1
Other,Thriller,East  ,2017,1
Other,Thriller,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Sony Pictures ,Family,South  ,2017,1
Universal Pictures ,Thriller,South  ,2017,1
Other,Comedy  ,West,2017,1
Other,Adventure,North  ,2017,1
Paramount Pictures ,Documentary  ,North  ,2017,1
Sony Pictures ,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Romance,North  ,2017,1
Other,Romance,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Thriller,South  ,2017,1
Sony Pictures ,Drama  ,South  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Musical - Music,North  ,2017,1
Other,Drama  ,South  ,2017,1
Other,Adventure,South  ,2017,1
Warner Bros. Pictures ,Horror,South  ,2017,1
Other,Comedy  ,West,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Adventure,South  ,2017,1
Other,Adventure,West,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Sony Pictures ,Family,South  ,2017,1
Other,Drama  ,South  ,2017,1
Other,Thriller,West,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Family,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,East  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Sony Pictures ,Drama  ,South  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Romance,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Family,North  ,2017,1
Warner Bros. Pictures ,Thriller,South  ,2017,1
Other,Drama  ,South  ,2017,1
Other,Adventure,East  ,2017,1
Other,Adventure,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Animation  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Paramount Pictures ,Thriller,South  ,2017,1
Other,Adventure,South  ,2017,1
Other,Drama  ,West,2017,1
Other,Adventure,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Romance,North  ,2017,1
Warner Bros. Pictures ,Animation  ,South  ,2017,1
20th Fox,Adventure,South  ,2017,1
Other,Historical,South  ,2017,1
Other,Drama  ,South  ,2017,1
Other,Animation  ,East  ,2017,1
Other,Horror,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Universal Pictures ,Historical,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Musical - Music,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Sony Pictures ,Adventure,South  ,2017,1
Universal Pictures ,Historical,South  ,2017,1
Other,Romance,West,2017,1
Other,Drama  ,West,2017,1
Other,Thriller,North  ,2017,1
Other,Adventure,North  ,2017,1
Sony Pictures ,Thriller,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Family,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Sony Pictures ,Horror,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Comedy  ,South  ,2017,1
Sony Pictures ,Adventure,South  ,2017,1
20th Fox,Romance,South  ,2017,1
Other,Drama  ,East  ,2017,1
Other,Drama  ,East  ,2017,1
Other,Family,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Family,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Horror,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Thriller,South  ,2017,1
Other,Historical,North  ,2017,1
Universal Pictures ,Horror,South  ,2017,1
Other,Historical,South  ,2017,1
Other,Comedy  ,West,2017,1
Other,Horror,West,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Historical,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Animation  ,North  ,2017,1
Other,Comedy  ,South  ,2017,1
Sony Pictures ,Historical,South  ,2017,1
Universal Pictures ,Thriller,South  ,2017,1
Warner Bros. Pictures ,Adventure,South  ,2017,1
Other,Thriller,West,2017,1
Other,Adventure,West,2017,1
Other,Thriller,North  ,2017,1
Other,Romance,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Family,North  ,2017,1
Other,Family,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,East  ,2017,1
Other,Drama  ,South  ,2017,1
Other,Thriller,South  ,2017,1
Paramount Pictures ,Drama  ,South  ,2017,1
Universal Pictures ,Drama  ,South  ,2017,1
Other,Drama  ,East  ,2017,1
Sony Pictures ,Family,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Family,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Horror,North  ,2017,1
Sony Pictures ,Horror,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Comedy  ,South  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Walt Disney Studios ,Adventure,South  ,2017,1
Sony Pictures ,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Historical,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Animation  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Paramount Pictures ,Comedy  ,South  ,2017,1
20th Fox,Thriller,South  ,2017,1
Other,Documentary  ,East  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Other,Musical - Music,North  ,2017,1
Warner Bros. Pictures ,Adventure,South  ,2017,1
Other,Drama  ,South  ,2017,1
Sony Pictures ,Family,South  ,2017,1
Other,Drama  ,West,2017,1
Other,Drama  ,East  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Animation  ,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Drama  ,North  ,2017,1
Walt Disney Studios ,Animation  ,South  ,2017,1
Walt Disney Studios ,Animation  ,South  ,2017,1
Other,Drama  ,North  ,2017,1
Universal Pictures ,Adventure,North  ,2017,1
Sony Pictures ,Romance,North  ,2017,1
Other,Romance,North  ,2017,1
Other,Drama  ,East  ,2017,1
Other,Thriller,East  ,2017,1
Other,Adventure,East  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Musical - Music,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Thriller,North  ,2017,1
Sony Pictures ,Drama  ,North  ,2017,1
Other,Documentary  ,North  ,2017,1
Walt Disney Studios ,Adventure,South  ,2017,1
20th Fox,Animation  ,South  ,2017,1
Other,Animation  ,East  ,2017,1
Other,Comedy  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Drama  ,North  ,2017,1
Other,Animation  ,North  ,2017,1
Sony Pictures ,Adventure,South  ,2017,1
20th Fox,Comedy  ,South  ,2017,1
Paramount Pictures ,Drama  ,South  ,2017,1
Universal Pictures ,Musical - Music,South  ,2017,1
Warner Bros. Pictures ,Comedy  ,South  ,2017,1
20th Fox,Drama  ,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Adventure,North  ,2017,1
Other,Thriller,North  ,2017,1
Other,Adventure,North  ,2017,1
Sony Pictures ,Drama  ,North  ,2017,1
Other,Thriller,North  ,2018,1
Universal Pictures ,Drama  ,North  ,2018,1
Sony Pictures ,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Sony Pictures ,Drama  ,East  ,2018,1
Universal Pictures ,Horror,South  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Horror,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Thriller,South  ,2018,1
Other,Drama  ,South  ,2018,1
Warner Bros. Pictures ,Family,South  ,2018,1
Sony Pictures ,Thriller,South  ,2018,1
Other,Historical,West,2018,1
Other,Thriller,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Romance,South  ,2018,1
Other,Adventure,South  ,2018,1
Warner Bros. Pictures ,Drama  ,South  ,2018,1
Other,Adventure,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
20th Fox,Adventure,South  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Romance,North  ,2018,1
Other,Horror,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Animation  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Thriller,South  ,2018,1
Sony Pictures ,Drama  ,East  ,2018,1
Other,Adventure,North  ,2018,1
Other,Animation  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Thriller,West,2018,1
Universal Pictures ,Romance,South  ,2018,1
Sony Pictures ,Family,South  ,2018,1
Warner Bros. Pictures ,Historical,South  ,2018,1
Other,Romance,West,2018,1
Other,Animation  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Romance,North  ,2018,1
Walt Disney Studios ,Adventure,South  ,2018,1
Other,Adventure,South  ,2018,1
Other,Romance,West,2018,1
Sony Pictures ,Drama  ,East  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Warner Bros. Pictures ,Thriller,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Paramount Pictures ,Adventure,South  ,2018,1
Warner Bros. Pictures ,Comedy  ,South  ,2018,1
Other,Thriller,West,2018,1
Other,Thriller,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Adventure,South  ,2018,1
20th Fox,Thriller,South  ,2018,1
Other,Documentary  ,East  ,2018,1
Sony Pictures ,Drama  ,East  ,2018,1
Other,Horror,North  ,2018,1
Other,Animation  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Adventure,South  ,2018,1
Other,Horror,South  ,2018,1
Walt Disney Studios ,Family,South  ,2018,1
Other,Drama  ,South  ,2018,1
Other,Historical,East  ,2018,1
Universal Pictures ,Thriller,North  ,2018,1
Sony Pictures ,Drama  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Drama  ,North  ,2018,1
Warner Bros. Pictures ,Adventure,South  ,2018,1
20th Fox,Drama  ,South  ,2018,1
Other,Comedy  ,South  ,2018,1
Universal Pictures ,Drama  ,North  ,2018,1
Other,Family,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Foreign,North  ,2018,1
Other,Drama  ,North  ,2018,1
Paramount Pictures ,Adventure,South  ,2018,1
Universal Pictures ,Adventure,South  ,2018,1
Other,Romance,South  ,2018,1
Other,Drama  ,South  ,2018,1
Other,Comedy  ,South  ,2018,1
Other,Comedy  ,West,2018,1
Other,Thriller,East  ,2018,1
Other,Family,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Sony Pictures ,Drama  ,North  ,2018,1
Other,Family,North  ,2018,1
Other,Family,North  ,2018,1
Warner Bros. Pictures ,Adventure,South  ,2018,1
Other,Drama  ,South  ,2018,1
Other,Romance,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Family,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Thriller,South  ,2018,1
Paramount Pictures ,Thriller,South  ,2018,1
Other,Drama  ,South  ,2018,1
Universal Pictures ,Comedy  ,South  ,2018,1
Other,Comedy  ,West,2018,1
Other,Drama  ,East  ,2018,1
Other,Horror,North  ,2018,1
Other,Drama  ,North  ,2018,1
Warner Bros. Pictures ,Documentary  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Adventure,North  ,2018,1
Warner Bros. Pictures ,Adventure,South  ,2018,1
Universal Pictures ,Horror,South  ,2018,1
Other,Adventure,East  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Horror,North  ,2018,1
Other,Horror,North  ,2018,1
Other,Thriller,North  ,2018,1
Sony Pictures ,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Drama  ,East  ,2018,1
Other,Thriller,South  ,2018,1
Other,Comedy  ,South  ,2018,1
Other,Thriller,East  ,2018,1
Other,Drama  ,East  ,2018,1
Other,Adventure,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Thriller,North  ,2018,1
Walt Disney Studios ,Adventure,South  ,2018,1
Other,Thriller,South  ,2018,1
Other,Comedy  ,West,2018,1
Other,Drama  ,East  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Romance,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Family,North  ,2018,1
Other,Romance,South  ,2018,1
Other,Adventure,East  ,2018,1
Universal Pictures ,Comedy  ,North  ,2018,1
Other,Animation  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Historical,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Animation  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Universal Pictures ,Thriller,South  ,2018,1
Warner Bros. Pictures ,Comedy  ,South  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Sony Pictures ,Drama  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Horror,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Romance,North  ,2018,1
Other,Animation  ,North  ,2018,1
Other,Documentary  ,North  ,2018,1
20th Fox,Adventure,South  ,2018,1
Other,Family,South  ,2018,1
Paramount Pictures ,Romance,South  ,2018,1
Other,Thriller,West,2018,1
Other,Romance,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Universal Pictures ,Documentary  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Horror,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Walt Disney Studios ,Adventure,South  ,2018,1
Other,Romance,East  ,2018,1
Other,Adventure,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Adventure,South  ,2018,1
Paramount Pictures ,Comedy  ,South  ,2018,1
Other,Thriller,South  ,2018,1
Other,Comedy  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Drama  ,North  ,2018,1
Warner Bros. Pictures ,Thriller,South  ,2018,1
Other,Adventure,South  ,2018,1
Other,Horror,South  ,2018,1
Other,Romance,West,2018,1
Other,Musical - Music,East  ,2018,1
Other,Adventure,North  ,2018,1
Other,Thriller,North  ,2018,1
Universal Pictures ,Documentary  ,North  ,2018,1
Sony Pictures ,Adventure,North  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Walt Disney Studios ,Animation  ,South  ,2018,1
Warner Bros. Pictures ,Historical,South  ,2018,1
Other,Thriller,South  ,2018,1
Other,Comedy  ,West,2018,1
Other,Thriller,East  ,2018,1
Other,Documentary  ,North  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Historical,North  ,2018,1
Universal Pictures ,Adventure,South  ,2018,1
Other,Drama  ,North  ,2018,1
Other,Adventure,North  ,2018,1
Other,Thriller,North  ,2018,1
Other,Thriller,North  ,2018,1
Sony Pictures ,Adventure,South  ,2018,1
Other,Drama  ,South  ,2018,1
